scene_id,os_grid_pair,os_grid_ref,laz_path,laz_exists,laz_size_mb,laz_point_count,laz_readable,scene_marker_path,scene_marker_exists,split,dsm_height,dsm_width,n_valid,valid_fraction,n_tiles,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,centre_lat,centre_lon,gsd
EN_ST2937_P_12621_20220403_20220403,ST,ST2937,/data/data/england_raw/ST2937_P_12621_20220403_20220403.copc.laz,True,13.01,2630773,True,/data/england_tiles/train/EN_ST2937_P_12621_20220403_20220403/_scene_EN_ST2937_P_12621_20220403_20220403.npz,True,train,2000,1577,1701716,0.5395,44,329211.5,137000.0,330000.0,138000.0,51.13243,-3.007429,0.5
EN_ST2938_P_12621_20220403_20220403,ST,ST2938,/data/data/england_raw/ST2938_P_12621_20220403_20220403.copc.laz,True,25.39,5525033,True,/data/england_tiles/train/EN_ST2938_P_12621_20220403_20220403/_scene_EN_ST2938_P_12621_20220403_20220403.npz,True,train,2000,2000,3195381,0.7988,62,329000.0,138000.0,330000.0,139000.0,51.141408,-3.009136,0.5
EN_ST2939_P_12621_20220403_20220403,ST,ST2939,/data/data/england_raw/ST2939_P_12621_20220403_20220403.copc.laz,True,26.97,5640926,True,/data/england_tiles/train/EN_ST2939_P_12621_20220403_20220403/_scene_EN_ST2939_P_12621_20220403_20220403.npz,True,train,2000,2000,3148392,0.7871,64,329000.0,139000.0,330000.0,140000.0,51.150398,-3.009332,0.5
EN_ST2940_P_12621_20220403_20220403,ST,ST2940,/data/data/england_raw/ST2940_P_12621_20220403_20220403.copc.laz,True,24.02,6009959,True,/data/england_tiles/test/EN_ST2940_P_12621_20220403_20220403/_scene_EN_ST2940_P_12621_20220403_20220403.npz,True,test,2000,2000,3470946,0.8677,64,329000.0,140000.0,330000.0,141000.0,51.159389,-3.009528,0.5
EN_ST2941_P_12621_20220403_20220403,ST,ST2941,/data/data/england_raw/ST2941_P_12621_20220403_20220403.copc.laz,True,22.45,5636840,True,/data/england_tiles/train/EN_ST2941_P_12621_20220403_20220403/_scene_EN_ST2941_P_12621_20220403_20220403.npz,True,train,2000,2000,3522344,0.8806,64,329000.0,141000.0,330000.0,142000.0,51.16838,-3.009724,0.5
EN_ST2942_P_12621_20220403_20220403,ST,ST2942,/data/data/england_raw/ST2942_P_12621_20220403_20220403.copc.laz,True,28.01,6291562,True,/data/england_tiles/train/EN_ST2942_P_12621_20220403_20220403/_scene_EN_ST2942_P_12621_20220403_20220403.npz,True,train,2000,2000,3475269,0.8688,64,329000.0,142000.0,330000.0,143000.0,51.17737,-3.009921,0.5
EN_ST2943_P_12621_20220403_20220403,ST,ST2943,/data/data/england_raw/ST2943_P_12621_20220403_20220403.copc.laz,True,27.27,6207150,True,/data/england_tiles/train/EN_ST2943_P_12621_20220403_20220403/_scene_EN_ST2943_P_12621_20220403_20220403.npz,True,train,2000,2000,3555616,0.8889,64,329000.0,143000.0,330000.0,144000.0,51.186361,-3.010117,0.5
EN_ST2944_P_12621_20220403_20220403,ST,ST2944,/data/data/england_raw/ST2944_P_12621_20220403_20220403.copc.laz,True,21.48,5338920,True,/data/england_tiles/train/EN_ST2944_P_12621_20220403_20220403/_scene_EN_ST2944_P_12621_20220403_20220403.npz,True,train,2000,2000,3155908,0.789,62,329000.0,144000.0,330000.0,145000.0,51.195351,-3.010314,0.5
EN_ST2945_P_12621_20220403_20220403,ST,ST2945,/data/data/england_raw/ST2945_P_12621_20220403_20220403.copc.laz,True,23.16,5735937,True,/data/england_tiles/train/EN_ST2945_P_12621_20220403_20220403/_scene_EN_ST2945_P_12621_20220403_20220403.npz,True,train,2000,2000,3443292,0.8608,64,329000.0,145000.0,330000.0,146000.0,51.204342,-3.010511,0.5
EN_ST2946_P_12621_20220403_20220403,ST,ST2946,/data/data/england_raw/ST2946_P_12621_20220403_20220403.copc.laz,True,20.16,5377285,True,/data/england_tiles/train/EN_ST2946_P_12621_20220403_20220403/_scene_EN_ST2946_P_12621_20220403_20220403.npz,True,train,2000,2000,3379857,0.845,63,329000.0,146000.0,330000.0,147000.0,51.213332,-3.010708,0.5
EN_ST2947_P_12621_20220403_20220403,ST,ST2947,/data/data/england_raw/ST2947_P_12621_20220403_20220403.copc.laz,True,19.78,5395053,True,/data/england_tiles/train/EN_ST2947_P_12621_20220403_20220403/_scene_EN_ST2947_P_12621_20220403_20220403.npz,True,train,2000,2000,3454982,0.8637,64,329000.0,147000.0,330000.0,148000.0,51.222323,-3.010905,0.5
EN_ST2948_P_12621_20220403_20220403,ST,ST2948,/data/data/england_raw/ST2948_P_12621_20220403_20220403.copc.laz,True,20.13,5588323,True,/data/england_tiles/train/EN_ST2948_P_12621_20220403_20220403/_scene_EN_ST2948_P_12621_20220403_20220403.npz,True,train,2000,2000,3439523,0.8599,64,329000.0,148000.0,330000.0,149000.0,51.231313,-3.011102,0.5
EN_ST2949_P_12621_20220403_20220403,ST,ST2949,/data/data/england_raw/ST2949_P_12621_20220403_20220403.copc.laz,True,20.36,5730169,True,/data/england_tiles/train/EN_ST2949_P_12621_20220403_20220403/_scene_EN_ST2949_P_12621_20220403_20220403.npz,True,train,2000,2000,3551352,0.8878,64,329000.0,149000.0,330000.0,150000.0,51.240304,-3.011299,0.5
EN_ST2950_P_12621_20220403_20220403,ST,ST2950,/data/data/england_raw/ST2950_P_12621_20220403_20220403.copc.laz,True,21.95,5991481,True,/data/england_tiles/train/EN_ST2950_P_12621_20220403_20220403/_scene_EN_ST2950_P_12621_20220403_20220403.npz,True,train,2000,2000,3508646,0.8772,64,329000.0,150000.0,330000.0,151000.0,51.249294,-3.011496,0.5
EN_ST2951_P_12621_20220403_20220403,ST,ST2951,/data/data/england_raw/ST2951_P_12621_20220403_20220403.copc.laz,True,7.47,1587758,True,/data/england_tiles/test/EN_ST2951_P_12621_20220403_20220403/_scene_EN_ST2951_P_12621_20220403_20220403.npz,True,test,1252,1454,1052274,0.578,24,329273.0,151000.0,330000.0,151626.0,51.25662,-3.009701,0.5
EN_ST3226_P_12621_20220403_20220403,ST,ST3226,/data/data/england_raw/ST3226_P_12621_20220403_20220403.copc.laz,True,6.43,1821815,True,/data/england_tiles/train/EN_ST3226_P_12621_20220403_20220403/_scene_EN_ST3226_P_12621_20220403_20220403.npz,True,train,1065,2000,1226485,0.5758,29,332000.0,126467.5,333000.0,127000.0,51.035982,-2.964057,0.5
EN_ST3227_P_12621_20220403_20220403,ST,ST3227,/data/data/england_raw/ST3227_P_12621_20220403_20220403.copc.laz,True,8.59,2446298,True,/data/england_tiles/train/EN_ST3227_P_12621_20220403_20220403/_scene_EN_ST3227_P_12621_20220403_20220403.npz,True,train,1353,2000,1761437,0.6509,43,332000.0,127000.0,333000.0,127676.5,51.041417,-2.964169,0.5
EN_ST3228_P_12621_20220403_20220403,ST,ST3228,/data/data/england_raw/ST3228_P_12621_20220403_20220403.copc.laz,True,0.5,122146,True,/data/england_tiles/train/EN_ST3228_P_12621_20220403_20220403/_scene_EN_ST3228_P_12621_20220403_20220403.npz,True,train,863,241,74088,0.3562,4,332879.5,128019.5,333000.0,128451.0,51.049533,-2.958064,0.5
EN_ST3232_P_12621_20220403_20220403,ST,ST3232,/data/data/england_raw/ST3232_P_12621_20220403_20220403.copc.laz,True,0.85,179715,True,/data/england_tiles/train/EN_ST3232_P_12621_20220403_20220403/_scene_EN_ST3232_P_12621_20220403_20220403.npz,True,train,278,1661,75952,0.1645,4,332169.5,132861.0,333000.0,133000.0,51.091706,-2.964005,0.5
EN_ST3233_P_12621_20220403_20220403,ST,ST3233,/data/data/england_raw/ST3233_P_12621_20220403_20220403.copc.laz,True,20.55,4935867,True,/data/england_tiles/train/EN_ST3233_P_12621_20220403_20220403/_scene_EN_ST3233_P_12621_20220403_20220403.npz,True,train,2000,2000,3017099,0.7543,62,332000.0,133000.0,333000.0,134000.0,51.096816,-2.965322,0.5
EN_ST3234_P_12621_20220403_20220403,ST,ST3234,/data/data/england_raw/ST3234_P_12621_20220403_20220403.copc.laz,True,22.72,5627005,True,/data/england_tiles/train/EN_ST3234_P_12621_20220403_20220403/_scene_EN_ST3234_P_12621_20220403_20220403.npz,True,train,2000,2000,3481331,0.8703,64,332000.0,134000.0,333000.0,135000.0,51.105807,-2.965509,0.5
EN_ST3235_P_12621_20220403_20220403,ST,ST3235,/data/data/england_raw/ST3235_P_12621_20220403_20220403.copc.laz,True,30.03,6642452,True,/data/england_tiles/train/EN_ST3235_P_12621_20220403_20220403/_scene_EN_ST3235_P_12621_20220403_20220403.npz,True,train,2000,2000,3531590,0.8829,64,332000.0,135000.0,333000.0,136000.0,51.114798,-2.965696,0.5
EN_ST3236_P_12621_20220403_20220403,ST,ST3236,/data/data/england_raw/ST3236_P_12621_20220403_20220403.copc.laz,True,28.98,6269087,True,/data/england_tiles/train/EN_ST3236_P_12621_20220403_20220403/_scene_EN_ST3236_P_12621_20220403_20220403.npz,True,train,2000,2000,3529479,0.8824,64,332000.0,136000.0,333000.0,137000.0,51.123788,-2.965884,0.5
EN_ST3237_P_12621_20220403_20220403,ST,ST3237,/data/data/england_raw/ST3237_P_12621_20220403_20220403.copc.laz,True,20.66,4783007,True,/data/england_tiles/train/EN_ST3237_P_12621_20220403_20220403/_scene_EN_ST3237_P_12621_20220403_20220403.npz,True,train,2000,2000,2926708,0.7317,58,332000.0,137000.0,333000.0,138000.0,51.132779,-2.966071,0.5
EN_ST3238_P_12621_20220403_20220403,ST,ST3238,/data/data/england_raw/ST3238_P_12621_20220403_20220403.copc.laz,True,10.74,2323052,True,/data/england_tiles/train/EN_ST3238_P_12621_20220403_20220403/_scene_EN_ST3238_P_12621_20220403_20220403.npz,True,train,2000,1309,1376508,0.5258,32,332000.0,138000.0,332654.5,139000.0,51.14175,-2.968728,0.5
EN_ST3239_P_12621_20220403_20220403,ST,ST3239,/data/data/england_raw/ST3239_P_12621_20220403_20220403.copc.laz,True,2.59,469643,True,/data/england_tiles/train/EN_ST3239_P_12621_20220403_20220403/_scene_EN_ST3239_P_12621_20220403_20220403.npz,True,train,1120,457,190922,0.373,8,332000.0,139000.0,332228.5,139560.0,51.148737,-2.97192,0.5
EN_ST3247_P_12621_20220403_20220403,ST,ST3247,/data/data/england_raw/ST3247_P_12621_20220403_20220403.copc.laz,True,0.03,4958,True,/data/england_tiles/train/EN_ST3247_P_12621_20220403_20220403/_scene_EN_ST3247_P_12621_20220403_20220403.npz,True,train,133,48,2001,0.3134,1,332000.0,147118.0,332024.0,147184.5,51.219493,-2.974873,0.5
EN_ST3254_P_12402_20220402_20220403,ST,ST3254,/data/data/england_raw/ST3254_P_12402_20220402_20220403.copc.laz,True,0.9,163193,True,/data/england_tiles/train/EN_ST3254_P_12402_20220402_20220403/_scene_EN_ST3254_P_12402_20220402_20220403.npz,True,train,1512,484,138164,0.1888,9,332000.0,155244.0,332242.0,156000.0,51.295662,-2.974923,0.5
EN_ST3256_P_12402_20220402_20220403,ST,ST3256,/data/data/england_raw/ST3256_P_12402_20220402_20220403.copc.laz,True,8.99,1601562,True,/data/england_tiles/train/EN_ST3256_P_12402_20220402_20220403/_scene_EN_ST3256_P_12402_20220402_20220403.npz,True,train,4000,1353,1377744,0.2546,62,332000.0,156000.0,332676.5,158000.0,51.308077,-2.972069,0.5
EN_ST3258_P_12402_20220402_20220403,ST,ST3258,/data/data/england_raw/ST3258_P_12402_20220402_20220403.copc.laz,True,32.52,4469330,True,/data/england_tiles/train/EN_ST3258_P_12402_20220402_20220403/_scene_EN_ST3258_P_12402_20220402_20220403.npz,True,train,4000,2230,3215959,0.3605,118,332000.0,158000.0,333115.0,160000.0,51.326084,-2.969303,0.5
EN_ST3260_P_12399_20220305_20220305,ST,ST3260,/data/data/england_raw/ST3260_P_12399_20220305_20220305.copc.laz,True,0.04,4905,True,/data/england_tiles/train/EN_ST3260_P_12399_20220305_20220305/_scene_EN_ST3260_P_12399_20220305_20220305.npz,True,train,322,84,3699,0.1368,2,332000.0,161641.0,332042.0,161802.0,51.350487,-2.977522,0.5
EN_ST3260_P_12402_20220402_20220403,ST,ST3260,/data/data/england_raw/ST3260_P_12402_20220402_20220403.copc.laz,True,40.37,5501506,True,/data/england_tiles/train/EN_ST3260_P_12402_20220402_20220403/_scene_EN_ST3260_P_12402_20220402_20220403.npz,True,train,4000,3090,4392290,0.3554,173,332000.0,160000.0,333545.0,162000.0,51.34409,-2.966597,0.5
EN_ST3262_P_12402_20220402_20220403,ST,ST3262,/data/data/england_raw/ST3262_P_12402_20220402_20220403.copc.laz,True,84.49,11651733,True,/data/england_tiles/train/EN_ST3262_P_12402_20220402_20220403/_scene_EN_ST3262_P_12402_20220402_20220403.npz,True,train,4000,3936,7176857,0.4558,222,332000.0,162000.0,333968.0,164000.0,51.362096,-2.963938,0.5
EN_ST3264_P_12402_20220402_20220403,ST,ST3264,/data/data/england_raw/ST3264_P_12402_20220402_20220403.copc.laz,True,47.4,8055731,True,/data/england_tiles/train/EN_ST3264_P_12402_20220402_20220403/_scene_EN_ST3264_P_12402_20220402_20220403.npz,True,train,4000,4000,6748420,0.4218,256,332000.0,164000.0,334000.0,166000.0,51.380079,-2.964086,0.5
EN_ST3266_P_12402_20220402_20220403,ST,ST3266,/data/data/england_raw/ST3266_P_12402_20220402_20220403.copc.laz,True,32.14,5837684,True,/data/england_tiles/train/EN_ST3266_P_12402_20220402_20220403/_scene_EN_ST3266_P_12402_20220402_20220403.npz,True,train,3103,4000,4655406,0.3751,183,332000.0,166000.0,334000.0,167551.5,51.396043,-2.964421,0.5
EN_ST5276_P_12402_20220402_20220403,ST,ST5276,/data/data/england_raw/ST5276_P_12402_20220402_20220403.copc.laz,True,0.04,5517,True,/data/england_tiles/train/EN_ST5276_P_12402_20220402_20220403/_scene_EN_ST5276_P_12402_20220402_20220403.npz,True,train,266,110,4059,0.1387,1,352000.0,177867.0,352055.0,178000.0,51.498293,-2.692469,0.5
EN_ST5278_P_12402_20220402_20220403,ST,ST5278,/data/data/england_raw/ST5278_P_12402_20220402_20220403.copc.laz,True,9.16,1520171,True,/data/england_tiles/train/EN_ST5278_P_12402_20220402_20220403/_scene_EN_ST5278_P_12402_20220402_20220403.npz,True,train,4000,1752,1326884,0.1893,62,352000.0,178000.0,352876.0,180000.0,51.507917,-2.6867,0.5
EN_ST5280_P_12402_20220402_20220403,ST,ST5280,/data/data/england_raw/ST5280_P_12402_20220402_20220403.copc.laz,True,34.76,5158224,True,/data/england_tiles/train/EN_ST5280_P_12402_20220402_20220403/_scene_EN_ST5280_P_12402_20220402_20220403.npz,True,train,4000,3432,4117210,0.2999,167,352000.0,180000.0,353716.0,182000.0,51.525934,-2.680917,0.5
EN_ST5282_P_12401_20220304_20220304,ST,ST5282,/data/data/england_raw/ST5282_P_12401_20220304_20220304.copc.laz,True,9.37,1844835,True,/data/england_tiles/train/EN_ST5282_P_12401_20220304_20220304/_scene_EN_ST5282_P_12401_20220304_20220304.npz,True,train,1446,4000,1636379,0.2829,73,352000.0,183277.0,354000.0,184000.0,51.549668,-2.679224,0.5
EN_ST5282_P_12402_20220402_20220403,ST,ST5282,/data/data/england_raw/ST5282_P_12402_20220402_20220403.copc.laz,True,39.38,7391710,True,/data/england_tiles/train/EN_ST5282_P_12402_20220402_20220403/_scene_EN_ST5282_P_12402_20220402_20220403.npz,True,train,4000,4000,6149153,0.3843,250,352000.0,182000.0,354000.0,184000.0,51.543927,-2.679138,0.5
EN_ST5284_P_12401_20220304_20220304,ST,ST5284,/data/data/england_raw/ST5284_P_12401_20220304_20220304.copc.laz,True,43.62,7567651,True,/data/england_tiles/train/EN_ST5284_P_12401_20220304_20220304/_scene_EN_ST5284_P_12401_20220304_20220304.npz,True,train,4000,4000,6567094,0.4104,256,352000.0,184000.0,354000.0,186000.0,51.561909,-2.679406,0.5
EN_ST5284_P_12402_20220402_20220403,ST,ST5284,/data/data/england_raw/ST5284_P_12402_20220402_20220403.copc.laz,True,15.41,3447767,True,/data/england_tiles/train/EN_ST5284_P_12402_20220402_20220403/_scene_EN_ST5284_P_12402_20220402_20220403.npz,True,train,2411,4000,2951242,0.306,135,352000.0,184000.0,354000.0,185205.5,51.558337,-2.679353,0.5
EN_ST5286_P_12401_20220304_20220304,ST,ST5286,/data/data/england_raw/ST5286_P_12401_20220304_20220304.copc.laz,True,41.2,7366846,True,/data/england_tiles/train/EN_ST5286_P_12401_20220304_20220304/_scene_EN_ST5286_P_12401_20220304_20220304.npz,True,train,4000,4000,6460224,0.4038,256,352000.0,186000.0,354000.0,188000.0,51.57989,-2.679674,0.5
EN_ST6294_P_12407_20220304_20220304,ST,ST6294,/data/data/england_raw/ST6294_P_12407_20220304_20220304.copc.laz,True,2.12,397295,True,/data/england_tiles/train/EN_ST6294_P_12407_20220304_20220304/_scene_EN_ST6294_P_12407_20220304_20220304.npz,True,train,1637,810,293547,0.2214,15,362000.0,195134.0,362405.0,195952.5,51.657396,-2.5478,0.5
EN_ST6296_P_12407_20220304_20220304,ST,ST6296,/data/data/england_raw/ST6296_P_12407_20220304_20220304.copc.laz,True,40.67,7663296,True,/data/england_tiles/train/EN_ST6296_P_12407_20220304_20220304/_scene_EN_ST6296_P_12407_20220304_20220304.npz,True,train,3980,4000,5947230,0.3736,173,362000.0,196010.0,364000.0,198000.0,51.670591,-2.536428,0.5
EN_ST6296_P_12408_20220415_20220420,ST,ST6296,/data/data/england_raw/ST6296_P_12408_20220415_20220420.copc.laz,True,5.05,858672,True,/data/england_tiles/train/EN_ST6296_P_12408_20220415_20220420/_scene_EN_ST6296_P_12408_20220415_20220420.npz,True,train,2361,1412,687376,0.2062,34,363294.0,196819.5,364000.0,198000.0,51.674273,-2.527114,0.5
EN_ST6298_P_12407_20220304_20220304,ST,ST6298,/data/data/england_raw/ST6298_P_12407_20220304_20220304.copc.laz,True,56.01,12226550,True,/data/england_tiles/train/EN_ST6298_P_12407_20220304_20220304/_scene_EN_ST6298_P_12407_20220304_20220304.npz,True,train,4000,4000,9365708,0.5854,256,362000.0,198000.0,364000.0,200000.0,51.688528,-2.53664,0.5
EN_ST6298_P_12408_20220415_20220420,ST,ST6298,/data/data/england_raw/ST6298_P_12408_20220415_20220420.copc.laz,True,11.33,2342794,True,/data/england_tiles/train/EN_ST6298_P_12408_20220415_20220420/_scene_EN_ST6298_P_12408_20220415_20220420.npz,True,train,4000,2025,2113057,0.2609,100,362987.5,198000.0,364000.0,200000.0,51.68856,-2.529497,0.5
EN_SU3214_P_12436_20220304_20220304,SU,SU3214,/data/data/england_raw/SU3214_P_12436_20220304_20220304.copc.laz,True,1.08,146538,True,/data/england_tiles/train/EN_SU3214_P_12436_20220304_20220304/_scene_EN_SU3214_P_12436_20220304_20220304.npz,True,train,925,443,98622,0.2407,6,433778.5,115476.5,434000.0,115939.0,50.939822,-1.519047,0.5
EN_SU4200_P_12436_20220304_20220304,SU,SU4200,/data/data/england_raw/SU4200_P_12436_20220304_20220304.copc.laz,True,11.47,1476112,True,/data/england_tiles/test/EN_SU4200_P_12436_20220304_20220304/_scene_EN_SU4200_P_12436_20220304_20220304.npz,True,test,1869,1634,895692,0.2933,32,442000.0,100000.0,442817.0,100934.5,50.802219,-1.399566,0.5
EN_SU4200_P_12436_20220318_20220318,SU,SU4200,/data/data/england_raw/SU4200_P_12436_20220318_20220318.copc.laz,True,9.31,1414160,True,/data/england_tiles/train/EN_SU4200_P_12436_20220318_20220318/_scene_EN_SU4200_P_12436_20220318_20220318.npz,True,train,1437,2860,893910,0.2175,47,442570.0,100000.0,444000.0,100718.5,50.801183,-1.387142,0.5
EN_SU4204_P_12436_20220304_20220304,SU,SU4204,/data/data/england_raw/SU4204_P_12436_20220304_20220304.copc.laz,True,10.69,1446399,True,/data/england_tiles/train/EN_SU4204_P_12436_20220304_20220304/_scene_EN_SU4204_P_12436_20220304_20220304.npz,True,train,1983,2188,1000022,0.2305,40,442906.0,105008.5,444000.0,106000.0,50.847434,-1.38415,0.5
EN_SU4206_P_12436_20220304_20220304,SU,SU4206,/data/data/england_raw/SU4206_P_12436_20220304_20220304.copc.laz,True,61.89,8598110,True,/data/england_tiles/train/EN_SU4206_P_12436_20220304_20220304/_scene_EN_SU4206_P_12436_20220304_20220304.npz,True,train,4000,4000,6133909,0.3834,227,442000.0,106000.0,444000.0,108000.0,50.860918,-1.390409,0.5
EN_SU4208_P_12436_20220304_20220304,SU,SU4208,/data/data/england_raw/SU4208_P_12436_20220304_20220304.copc.laz,True,21.4,3919526,True,/data/england_tiles/train/EN_SU4208_P_12436_20220304_20220304/_scene_EN_SU4208_P_12436_20220304_20220304.npz,True,train,4000,4000,3601895,0.2251,215,442000.0,108000.0,444000.0,110000.0,50.878901,-1.390174,0.5
EN_SU4208_P_12439_20220319_20220319,SU,SU4208,/data/data/england_raw/SU4208_P_12439_20220319_20220319.copc.laz,True,0.59,156244,True,/data/england_tiles/test/EN_SU4208_P_12439_20220319_20220319/_scene_EN_SU4208_P_12439_20220319_20220319.npz,True,test,262,2300,140652,0.2334,9,442405.0,109869.0,443555.0,110000.0,50.887306,-1.390349,0.5
EN_SU4210_P_12436_20220304_20220304,SU,SU4210,/data/data/england_raw/SU4210_P_12436_20220304_20220304.copc.laz,True,40.65,5763862,True,/data/england_tiles/test/EN_SU4210_P_12436_20220304_20220304/_scene_EN_SU4210_P_12436_20220304_20220304.npz,True,test,3953,4000,4643801,0.2937,219,442000.0,110000.0,444000.0,111976.5,50.89678,-1.389941,0.5
EN_SU4210_P_12439_20220319_20220319,SU,SU4210,/data/data/england_raw/SU4210_P_12439_20220319_20220319.copc.laz,True,41.92,6395773,True,/data/england_tiles/train/EN_SU4210_P_12439_20220319_20220319/_scene_EN_SU4210_P_12439_20220319_20220319.npz,True,train,4000,3852,5295056,0.3437,224,442074.0,110000.0,444000.0,112000.0,50.896883,-1.389413,0.5
EN_SU4212_P_12439_20220319_20220319,SU,SU4212,/data/data/england_raw/SU4212_P_12439_20220319_20220319.copc.laz,True,61.99,9280765,True,/data/england_tiles/train/EN_SU4212_P_12439_20220319_20220319/_scene_EN_SU4212_P_12439_20220319_20220319.npz,True,train,4000,4000,7089589,0.4431,256,442000.0,112000.0,444000.0,114000.0,50.914869,-1.389704,0.5
EN_SU4214_P_12439_20220319_20220319,SU,SU4214,/data/data/england_raw/SU4214_P_12439_20220319_20220319.copc.laz,True,52.33,7573356,True,/data/england_tiles/train/EN_SU4214_P_12439_20220319_20220319/_scene_EN_SU4214_P_12439_20220319_20220319.npz,True,train,4000,4000,5067719,0.3167,178,442000.0,114000.0,444000.0,116000.0,50.932853,-1.389469,0.5
EN_SU4216_P_12439_20220319_20220319,SU,SU4216,/data/data/england_raw/SU4216_P_12439_20220319_20220319.copc.laz,True,13.27,1891476,True,/data/england_tiles/train/EN_SU4216_P_12439_20220319_20220319/_scene_EN_SU4216_P_12439_20220319_20220319.npz,True,train,1217,2875,1193007,0.341,49,442562.5,116000.0,444000.0,116608.5,50.944559,-1.385313,0.5
EN_SU4600_P_12436_20220304_20220304,SU,SU4600,/data/data/england_raw/SU4600_P_12436_20220304_20220304.copc.laz,True,3.17,420671,True,/data/england_tiles/train/EN_SU4600_P_12436_20220304_20220304/_scene_EN_SU4600_P_12436_20220304_20220304.npz,True,train,1168,1309,302538,0.1979,20,447345.5,101416.0,448000.0,102000.0,50.812967,-1.324708,0.5
EN_SU4600_P_12436_20220318_20220318,SU,SU4600,/data/data/england_raw/SU4600_P_12436_20220318_20220318.copc.laz,True,82.17,12106707,True,/data/england_tiles/train/EN_SU4600_P_12436_20220318_20220318/_scene_EN_SU4600_P_12436_20220318_20220318.npz,True,train,4000,4000,7987821,0.4992,244,446000.0,100000.0,448000.0,102000.0,50.806656,-1.334347,0.5
EN_SU4602_P_12436_20220304_20220304,SU,SU4602,/data/data/england_raw/SU4602_P_12436_20220304_20220304.copc.laz,True,42.85,6451396,True,/data/england_tiles/train/EN_SU4602_P_12436_20220304_20220304/_scene_EN_SU4602_P_12436_20220304_20220304.npz,True,train,4000,4000,5018816,0.3137,205,446000.0,102000.0,448000.0,104000.0,50.82464,-1.334091,0.5
EN_SU4602_P_12436_20220318_20220318,SU,SU4602,/data/data/england_raw/SU4602_P_12436_20220318_20220318.copc.laz,True,4.88,884060,True,/data/england_tiles/train/EN_SU4602_P_12436_20220318_20220318/_scene_EN_SU4602_P_12436_20220318_20220318.npz,True,train,1407,2786,702705,0.1793,41,446607.0,102000.0,448000.0,102703.5,50.818786,-1.329866,0.5
EN_SU4604_P_12436_20220304_20220304,SU,SU4604,/data/data/england_raw/SU4604_P_12436_20220304_20220304.copc.laz,True,30.84,4952958,True,/data/england_tiles/train/EN_SU4604_P_12436_20220304_20220304/_scene_EN_SU4604_P_12436_20220304_20220304.npz,True,train,4000,4000,4368051,0.273,226,446000.0,104000.0,448000.0,106000.0,50.842623,-1.333835,0.5
EN_SU4604_P_12440_20220319_20220319,SU,SU4604,/data/data/england_raw/SU4604_P_12440_20220319_20220319.copc.laz,True,6.29,1283737,True,/data/england_tiles/train/EN_SU4604_P_12440_20220319_20220319/_scene_EN_SU4604_P_12440_20220319_20220319.npz,True,train,2362,2506,1133779,0.1915,50,446747.0,104819.0,448000.0,106000.0,50.846275,-1.328478,0.5
EN_SU4606_P_12436_20220304_20220304,SU,SU4606,/data/data/england_raw/SU4606_P_12436_20220304_20220304.copc.laz,True,42.85,6176344,True,/data/england_tiles/train/EN_SU4606_P_12436_20220304_20220304/_scene_EN_SU4606_P_12436_20220304_20220304.npz,True,train,4000,4000,4487330,0.2805,198,446000.0,106000.0,448000.0,108000.0,50.860607,-1.333579,0.5
EN_SU4606_P_12440_20220319_20220319,SU,SU4606,/data/data/england_raw/SU4606_P_12440_20220319_20220319.copc.laz,True,22.3,3513190,True,/data/england_tiles/train/EN_SU4606_P_12440_20220319_20220319/_scene_EN_SU4606_P_12440_20220319_20220319.npz,True,train,4000,2739,2652296,0.2421,106,446630.5,106000.0,448000.0,108000.0,50.860581,-1.3291,0.5
EN_SU4608_P_12436_20220304_20220304,SU,SU4608,/data/data/england_raw/SU4608_P_12436_20220304_20220304.copc.laz,True,6.23,808403,True,/data/england_tiles/train/EN_SU4608_P_12436_20220304_20220304/_scene_EN_SU4608_P_12436_20220304_20220304.npz,True,train,1285,1441,453459,0.2449,22,446000.0,108000.0,446720.5,108642.5,50.872539,-1.342501,0.5
EN_SU4608_P_12440_20220319_20220319,SU,SU4608,/data/data/england_raw/SU4608_P_12440_20220319_20220319.copc.laz,True,15.02,2383718,True,/data/england_tiles/train/EN_SU4608_P_12440_20220319_20220319/_scene_EN_SU4608_P_12440_20220319_20220319.npz,True,train,3720,1992,1753310,0.2366,70,447004.0,108000.0,448000.0,109860.0,50.87792,-1.326197,0.5
EN_SU6000_P_12443_20220204_20220204,SU,SU6000,/data/data/england_raw/SU6000_P_12443_20220204_20220204.copc.laz,True,49.05,9584263,True,/data/england_tiles/train/EN_SU6000_P_12443_20220204_20220204/_scene_EN_SU6000_P_12443_20220204_20220204.npz,True,train,4000,4000,7508776,0.4693,254,460000.0,100000.0,462000.0,102000.0,50.805354,-1.135681,0.5
EN_SU6002_P_12443_20220204_20220204,SU,SU6002,/data/data/england_raw/SU6002_P_12443_20220204_20220204.copc.laz,True,34.74,8716648,True,/data/england_tiles/train/EN_SU6002_P_12443_20220204_20220204/_scene_EN_SU6002_P_12443_20220204_20220204.npz,True,train,4000,4000,7100754,0.4438,252,460000.0,102000.0,462000.0,104000.0,50.823337,-1.135349,0.5
